Sentence,Sentiment
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0
BP joins forces with Det Norske in Norway,1
Australia clears AB Inbev's $100 billion SABMiller buyout plan,1
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",1
FTSE 100 flat; Standard Chartered leads risers,1
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",1
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",1
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,1
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",1
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",1
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,1
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,0
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",0
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,1
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",1
Olvi expects sales and market share to increase in the first quarter of 2010 .,1
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",1
Tesco share price closes higher as two more directors leave grocer,1
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,0
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",1
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",1
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,1
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",1
Sales have risen in other export markets .,1
Industry NewsWolseley confident in reslilience amid mixed markets,1
The agreement expands Tekla Structures ' scope of use to bridge design .,1
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",1
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",0
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",1
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",1
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,1
Shell challenges Exxon dominance with 47 billion-pound bid for BG,0
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,1
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",1
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',1
$CRK time to accumulate for a long position with far more upside than downside,1
The reduction notice applied to 17 people .,0
Operating profit improved by 16.7 % to EUR 7.7 mn .,1
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",1
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",1
"`` Adjustment to the fall in price level , in contrast , has been less effective .",0
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,1
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,1
Acquisitions have been made and businesses have been well integrated .,1
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,0
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",1
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,1
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,1
Alma Media expects its net sales to increase as forecast previously .,1
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,1
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",1
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,1
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,1
Nokia Siemens Networks has struggled to make a profit in the past two years .,0
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",0
fi is developing cooperation in keyword advertising with Microsoft .,1
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",1
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",1
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",1
Return on investment was 16.6 % compared to 15.8 % in 2004 .,1
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,1
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,1
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",1
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",0
$RNN More bleeding Monday.,0
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",1
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,1
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",0
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",1
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",1
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",1
CORRECTED-Shire to buy Dyax for about $5.9 bln,1
Glencore slumps 30 percent as debt fears grow,0
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,1
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",1
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,1
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,1
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,0
EBIT excluding non-recurring items was estimated to increase from 2009 .,1
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",1
Tesco share price tumbles after negative broker note,0
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,1
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",1
Shire share price under pressure after $32bn Baxalta deal,0
"However , he expects banks to provide alternative financing .",1
We are now in a position to pursue novel clinical candidates going forward . '',1
"Operating profit decreased to nearly EUR 1.7 mn , however .",0
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",1
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",1
"However , the bottom-line result improved thanks to positive financial items .",1
$NFLX +3% of the lows,1
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,0
$DMND green and moving,1
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,1
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,0
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,1
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",0
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,0
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,1
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,1
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",1
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,1
$KCG bot at 2.24,1
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,1
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",0
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0
CompaniesKingfisher bid for Mr Bricolage runs into trouble,0
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,1
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",1
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,0
$KEP breaking out when the market pulls back  http://stks.co/r0cet,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,1
$MPWR CEO sells 450k april 15th..meh,0
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,1
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",0
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",0
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",0
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,1
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,1
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",1
Sainsbury sales slip again as price pressures take a toll,0
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",1
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,1
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",1
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",1
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,1
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,1
Spain's Caixabank launches new takeover bid for Banco BPI,1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",0
Entertainment One dispels ITV takeover rumours,1
New product launches in Finland will more than double from 2005 .,1
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,1
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,1
Reported operating margin was a negative 5.9 % .,0
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,1
The company is well positioned in Brazil and Uruguay .,1
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",1
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,0
That would be an increase from estimated sales of 117 million last year .,1
"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",1
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,1
$DISH weakness continues again. 49.43 area resistance after last week,0
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,1
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,1
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,1
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",0
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,1
Retail giant Kingfisher reports 'solid' start to the year,1
$TSLA yeah lets go down to 230s lol,0
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",1
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,1
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,0
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",1
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,1
$IBM staying strong,1
$CRUS Upgraded to a buy by Alpha Street Research,1
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,1
"Rio Tinto swings to loss, drops dividend policy",0
Cision says the sale will return its U.K. operation to profitability .,1
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",0
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,1
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",1
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",1
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",1
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,1
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,0
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",1
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,0
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,0
$AAPL long 630.91,1
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,1
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",1
$LUV Continues to consolidate above previous break out area...,1
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",1
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",1
The dismissed staff members will now take the matter to court unless it can be settled outside .,0
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,1
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0
"$AAPL bounce right now has no vol, more vol when it slid",1
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",1
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",1
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0
I see a 20 percent upside in $FB shares from here,1
Chime Communications Set To Be Acquired By WPP And Providence,1
Dixons Carphone profit boost on strong sales,1
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",1
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,1
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",0
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",1
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,1
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",1
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",0
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",0
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,1
The costs of the new ropax vessels are 30 % lower than those of the present ones .,1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,1
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,1
"In addition , Kone signed a two-year maintenance contract for the escalators .",1
Barclays share price subdued as bank faces fresh forex probe,0
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",0
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,0
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0
Deutsche Bank cuts $SBUX,0
Irish housebuilder Cairn Homes plans London listing,1
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",0
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0
Net sales revenue per passenger is expected to increase .,1
`` I warmly welcome Michael Frei to Outotec .,1
ITV share price: Group mulls takeover of Canada's Entertainment One,1
3rd red day in a row ? $TSLA,0
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",1
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",1
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",1
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",0
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",1
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,0
L&G completes UK's largest medically underwritten bulk pension risk deal,1
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,0
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",1
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",1
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",1
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",1
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",1
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",0
$GALE Breakout Coming Soon!,1
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",1
S&P downgrades Barclays and RBS on government bailout fears,0
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",1
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,1
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",0
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",1
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,1
$TSLA weakest in todays DT watchlist,0
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",0
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",0
$UVXY Put the chum out there at key support then next level down - careful,0
"Tesco, Asda sales fall as march of the discounters continues: Kantar",0
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",1
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,1
$REN bottoming out again.. Good time to buy,1
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,0
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",1
This is the second successful effort for the financial investor this year .,1
"$RNN day traders flushed out, it should start going up slowly from now on .",1
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",1
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",1
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,1
`` Demand for sports equipment was good in 2005 .,1
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,1
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",1
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",1
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",1
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",1
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,1
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",0
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",0
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,1
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,1
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,1
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",1
Meggitt share price tumbles as profit falls in 'challenging year',0
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",1
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",1
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,1
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",1
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,1
"Berkshire discloses unit's ties to Iran, opens probe",0
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,1
"In the Baltic countries , sales fell by 42.6 % .",0
$GRPN might be selling off ahead of $P earnings...,0
Arm profits and sales up as shift away from mobile gains pace,1
Cargo volume increased by approximately 5 % .,1
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,0
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,1
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",0
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,0
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",0
Shell offers 50 percent premium to buy BG for $70 billion,1
Lean System supports change management and component purchasing extremely well .,1
Incap Furniture is presently negotiating staff cuts .,0
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",0
Diageo Shares Surge on Report of Possible Takeover by Lemann,1
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",1
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,1
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,0
$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,1
The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,1
Johnson Matthey raises prospect of investor payout,1
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",1
US dollar wipes out sales gains for SABMiller,0
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",1
